9914,2023/01/04,169,172.5,169,169.5,-1.5,-0.88,326.448
9914,2023/01/03,166.5,172,165.5,171,4,2.40,404.006
9914,2022/12/30,168,168.5,167,167,0,0.00,151.388
9914,2022/12/29,164.5,168.5,164.5,167,0,0.00,462.156
9914,2022/12/28,168,168.5,166.5,167,-2.5,-1.47,319.217
9914,2022/12/27,167,169.5,167,169.5,3,1.80,225.148
9914,2022/12/26,170,171,166.5,166.5,-4.5,-2.63,287.458
9914,2022/12/23,172,172.5,169.5,171,-4,-2.29,298.169
9914,2022/12/22,172,175.5,171.5,175,6,3.55,729.786
9914,2022/12/21,166.5,170,165,169,4.5,2.74,655.803
9914,2022/12/20,172,172,164,164.5,-6,-3.52,1314.982
9914,2022/12/19,172,172.5,169,170.5,-2,-1.16,492.408
9914,2022/12/16,176,176,171.5,172.5,-6,-3.36,1268.748
9914,2022/12/15,179.5,181.5,176.5,178.5,-1,-0.56,805.13
9914,2022/12/14,178,182.5,176,179.5,2.5,1.41,2791.578
9914,2022/12/13,175,181,171,177,-12,-6.35,2512.679
9914,2022/12/12,194,197.5,189,189,-4.5,-2.33,1695.339
9914,2022/12/09,187.5,195.5,186.5,193.5,8,4.31,1111.739
9914,2022/12/08,188.5,189.5,185.5,185.5,-3,-1.59,339.411
9914,2022/12/07,190,190,185,188.5,0.5,0.27,471.806
9914,2022/12/06,190.5,193,188,188,-3,-1.57,527.343
9914,2022/12/05,188.5,191.5,187.5,191,3.5,1.87,442.711
9914,2022/12/02,190.5,191.5,187,187.5,-1,-0.53,1267.105
9914,2022/12/01,187,191.5,187,188.5,3.5,1.89,804.473
9914,2022/11/30,181,185,181,185,3.5,1.93,494.067
9914,2022/11/29,181.5,182,179,181.5,-1.5,-0.82,626.937
9914,2022/11/28,181,183,178,183,0.5,0.27,717.11
9914,2022/11/25,183.5,185,181.5,182.5,-0.5,-0.27,461.635
9914,2022/11/24,184,185,182.5,183,0.5,0.27,602.612
9914,2022/11/23,183,185.5,182,182.5,0.5,0.27,621.413
9914,2022/11/22,177.5,182.5,177.5,182,5,2.82,1015.899
9914,2022/11/21,176,179,175.5,177,1,0.57,278.629
9914,2022/11/18,180,180.5,176,176,-4,-2.22,721.422
9914,2022/11/17,180,180.5,176,180,-3,-1.64,1612.631
9914,2022/11/16,181,187,181,183,1.5,0.83,1746.724
9914,2022/11/15,180,182.5,178.5,181.5,-0.5,-0.27,1479.965
9914,2022/11/14,186.5,187.5,177,182,-13,-6.67,2665.958
9914,2022/11/11,193,195,190,195,8,4.28,1382.906
9914,2022/11/10,187,188,184.5,187,0,0.00,379.545
9914,2022/11/09,183.5,187,183.5,187,5,2.75,502.961
9914,2022/11/08,182,182.5,180.5,182,1,0.55,323.772
9914,2022/11/07,181.5,182.5,180,181,2,1.12,257.562
9914,2022/11/04,177.5,179,175,179,1,0.56,533.424
9914,2022/11/03,178,179,176,178,-2,-1.11,259.843
9914,2022/11/02,177,180.5,176,180,4,2.27,558.636
9914,2022/11/01,175,178.5,174,176,0,0.00,325.274
9914,2022/10/31,176.5,182.5,176,176,1.5,0.86,720.222
